iter	Logloss
173	0.001809579134
174	0.001799203455
175	0.001790143301
176	0.001779333502
177	0.001767956962
178	0.001755292714
179	0.001740679393
180	0.001727002362
181	0.001716742168
182	0.001701449975
183	0.001693001514
184	0.001688294237
185	0.001679095129
186	0.001672032972
187	0.001661758373
188	0.001651738957
189	0.001639103144
190	0.001628307005
191	0.001622200136
192	0.001612707352
193	0.001606474817
194	0.001594664529
195	0.001585575442
196	0.001575993871
197	0.001566616694
198	0.00155400907
199	0.001543371752
200	0.001536429301
201	0.001527089377
202	0.001508594428
203	0.001499364773
204	0.001490516712
205	0.001478448262
206	0.001472666611
207	0.001466729244
208	0.001456345866
209	0.001446448018
210	0.00144181711
211	0.001426961273
212	0.001420046637
213	0.001414348433
214	0.001408658922
215	0.001398370663
216	0.001390088101
217	0.001380161072
218	0.001372111092
219	0.001358284925
220	0.001351754367
221	0.001339065408
222	0.001332647353
223	0.001325987279
224	0.00131320109
225	0.001305915415
226	0.00129984195
227	0.001287603378
228	0.001281752065
229	0.001277466863
230	0.001271803925
231	0.001265191784
232	0.001259892434
233	0.001256253694
234	0.001252412051
235	0.001248331616
236	0.001239050056
237	0.001235223313
238	0.00122701327
239	0.001218942801
240	0.001213581984
241	0.001206003378
242	0.001202215999
243	0.001196288938
244	0.001192605744
245	0.001187245175
246	0.001181234295
247	0.001177766547
248	0.001172377417
249	0.001166240623
250	0.001160402099
251	0.001156665385
252	0.001152486602
253	0.001147646333
254	0.001142851512
255	0.001139156272
256	0.001132835324
257	0.001129441957
258	0.001123788704
259	0.001123760641
260	0.001118026674
261	0.001109084114
262	0.001106293375
263	0.001101854444
264	0.001098808646
265	0.001096072172
266	0.001091271639
267	0.001087712621
268	0.001083333666
269	0.00108014072
270	0.001075921953
271	0.001073734462
272	0.001069331914
273	0.001064793766
274	0.001060656955
275	0.001056185365
276	0.001050698757
277	0.001046787699
278	0.001038815888
279	0.001035036022
280	0.001034969961
281	0.001028157088
282	0.001025225284
283	0.001017120418
284	0.001014619445
285	0.001011027644
286	0.001007046488
287	0.001006209229
288	0.001002882918
289	0.0009970996529
290	0.0009931764255
291	0.0009895874187
292	0.0009890881057
293	0.0009834385167
294	0.000979329211
295	0.0009746822839
296	0.0009716590866
297	0.0009688006714
298	0.0009675703943
299	0.00096450001
300	0.0009615295877
301	0.0009615086019
302	0.0009581739704
303	0.00095581611
304	0.0009519687543
305	0.0009481192256
306	0.0009450800096
307	0.0009403554723
308	0.0009383102258
309	0.0009351373961
310	0.0009351093322
311	0.0009310750291
312	0.0009248050551
313	0.0009222830335
314	0.0009190476189
315	0.000914583231
316	0.000908769543
317	0.0009025450796
318	0.0008994109929
319	0.0008965551853
320	0.0008905049413
321	0.0008904474477
322	0.0008864921828
323	0.0008828690276
324	0.000878972436
325	0.0008729352305
326	0.0008659915378
327	0.0008628384521
328	0.0008611844232
329	0.0008590535571
330	0.0008569446082
331	0.0008552748089
332	0.0008552388599
333	0.0008523565407
334	0.0008495846142
335	0.0008469248811
336	0.000846056516
337	0.0008459704618
338	0.0008451145142
339	0.0008422142516
340	0.0008402212212
341	0.0008401650935
342	0.0008380761991
343	0.0008335395406
344	0.0008323257789
345	0.0008313058565
346	0.0008311072985
347	0.0008284106851
348	0.0008272524923
349	0.0008272866408
350	0.0008242917558
351	0.000821604083
352	0.0008184445401
353	0.0008184445401
354	0.0008167715743
355	0.0008159197246
356	0.0008159197246
357	0.0008158845206
358	0.0008122370268
359	0.0008109647781
360	0.0008080173284
361	0.0008078845839
362	0.0008041853085
363	0.0008039854467
364	0.0008026428521
365	0.0008007089297
366	0.0008007194847
367	0.0007985430459
368	0.0007955363641
369	0.0007944822311
370	0.0007922597229
371	0.0007920810332
372	0.0007912541429
373	0.0007888108492
374	0.0007864444206
375	0.0007861748338
376	0.0007861796767
377	0.000784635668
378	0.0007831296573
379	0.0007816863557
380	0.0007804021239
381	0.0007782184208
382	0.0007781279584
383	0.0007768611113
384	0.0007743205875
385	0.0007728045806
386	0.0007713987182
387	0.0007696193953
388	0.0007696193953
389	0.0007660828531
390	0.0007641457021
391	0.0007640001674
392	0.0007630607734
393	0.000762912631
394	0.0007606673365
395	0.0007606483996
396	0.0007593749712
397	0.0007593390221
398	0.0007585559661
399	0.0007576490442
400	0.000755018803
401	0.000754928713
402	0.000754105486
403	0.0007538227364
404	0.0007525838912
405	0.0007524222136
406	0.0007505166034
407	0.0007478767385
408	0.0007463491832
409	0.0007461562753
410	0.0007461245482
411	0.0007460939387
412	0.0007445495576
413	0.0007433138167
414	0.0007405060654
415	0.0007404230535
416	0.0007393824557
417	0.0007393121719
418	0.0007393890371
